index,proba
39959,0.7994437167963593
39960,0.8870850672566932
39961,0.2892963076584583
39962,0.5751403686548281
39963,0.30748925103438535
39964,0.6749401423644845
39965,0.17434712392979881
39966,0.11784418795431825
39967,0.41665730398632755
39968,0.06970775174969164
39969,0.4228905764561737
39970,0.41161220051763825
39971,0.7352338181022801
39972,0.42045517462970206
39973,0.6558059168757658
39974,0.6100951345742193
39975,0.43539683274584356
39976,0.84376382307059
39977,0.41660304333168013
39978,0.47651950965061424
39979,0.6677958665165076
39980,0.4640011070745756
39981,0.3430907552245822
39982,0.61664884582284
39983,0.5511817658206879
39984,0.41894783173594285
39985,0.666668761926451
39986,0.35806160557278177
39987,0.6026463369739392
39988,0.5430044188437149
39989,0.18611983499191062
39990,0.7318572913325513
39991,0.867560892262478
39992,0.30335776321832497
39993,0.580660311832241
39994,0.9116686431175797
39995,0.6004107618033658
39996,0.7763677315632281
39997,0.5759035380929897
39998,0.28635370332203064
39999,0.35848011789758255
40000,0.4923560710969908
40001,0.444772831364496
40002,0.5694531405992697
40003,0.18746969589882143
40004,0.8676229776657552
40005,0.3116128626701382
40006,0.23941135141295525
40007,0.6904245869608849
40008,0.19490759155440268
40009,0.4434652224302067
40010,0.8291010468903329
40011,0.5473156898907997
40012,0.6593856518261216
40013,0.2449719707848864
40014,0.2008886204839181
40015,0.3107899250196327
40016,0.4687262846925626
40017,0.023512934292414512
40018,0.48585305473750257
40019,0.7373457847566349
40020,0.11140578682871494
40021,0.21637706520488065
40022,0.7463147629796293
40023,0.7458053206059058
40024,0.5628376014950061
40025,0.16653010390036635
40026,0.6373578885877443
40027,0.2527494289836802
40028,0.1450915305227395
40029,0.8936416097823194
40030,0.5926502159630475
40031,0.8513367803371016
40032,0.6393636920688764
40033,0.4184795805673343
40034,0.16928722372776955
40035,0.2943241437218505
40036,0.8430480417957642
40037,0.4439882300460543
40038,0.517911634186577
40039,0.6851094519404566
40040,0.7777970104384645
40041,0.5194064901946297
40042,0.6017733325719383
40043,0.8387254202393715
40044,0.5881643078641279
40045,0.5086193724190097
40046,0.5390589295769234
40047,0.6996866964714687
40048,0.896518286256997
40049,0.7227253295562868
40050,0.28236840442480593
40051,0.5522317910092591
40052,0.9367077356186149
40053,0.9677243145398506
40054,0.32836596972303994
40055,0.7004000347457794
40056,0.8321408637863656
40057,0.5130960551928877
40058,0.40250913052397935
40059,0.8415044901860042
40060,0.6238644082136162
40061,0.755023504245045
40062,0.4163691153811917
40063,0.7059770392972025
40064,0.19922922483426292
40065,0.27362066194379114
40066,0.07469195847244746
40067,0.7641301071966826
40068,0.23057830227336013
40069,0.07761763574827098
40070,0.7395593844376097
40071,0.6667599198953995
40072,0.5949656773030501
40073,0.7023615182467753
40074,0.6659234262640764
40075,0.33046207231787467
40076,0.9468033371343375
40077,0.4036842409404059
40078,0.6456459510483585
40079,0.35760063748303933
40080,0.6971487827724769
40081,0.5579804740190831
40082,0.35196856551344785
40083,0.21959261170694594
40084,0.2614459588524512
40085,0.8026473658684236
40086,0.7583020435918588
40087,0.8645790555787691
40088,0.8035443867902066
40089,0.320417705619253
40090,0.5355819510254274
40091,0.4315331221218787
40092,0.5404795745384212
40093,0.12255835007940774
40094,0.026648627717415753
40095,0.0646089649086419
40096,0.06726737214207693
40097,0.5317709651816467
40098,0.2574260705117316
40099,0.36831230379884305
40100,0.6509233803906715
40101,0.454248310546035
40102,0.8636739871403838
40103,0.8065682744024664
40104,0.09606106935035026
40105,0.253612442526685
40106,0.43528933298018113
40107,0.33807725181754195
40108,0.27739008819002053
40109,0.3112569393897603
40110,0.5550522612875536
40111,0.12908008764191778
40112,0.5740215428709964
40113,0.5890778972610438
40114,0.5580006373088148
40115,0.6846114027137942
40116,0.2920895594623493
40117,0.746891252516992
40118,0.2863880902613967
40119,0.3741070369495095
40120,0.8781298225563284
40121,0.3881144865943496
40122,0.7945698241475225
40123,0.6788005219413652
40124,0.8111153305318264
40125,0.3663660199827342
40126,0.11457241816701869
40127,0.4057120855335294
40128,0.38558111604044676
40129,0.4408905033421966
40130,0.6211707297398223
40131,0.09286333304548042
40132,0.42190639256669404
40133,0.25473763993725307
40134,0.3124957267494311
40135,0.45820005519451723
40136,0.8440972663728887
40137,0.33831604768101875
40138,0.21661970531959218
40139,0.6397053242784326
40140,0.5516818026124718
40141,0.23102218101519947
40142,0.2116382338189986
40143,0.6316507828040357
40144,0.816350099252378
40145,0.5995270478427938
40146,0.07566316350528592
40147,0.9092086767656687
40148,0.9779880367550614
40149,0.3955261579552041
40150,0.5700274485252206
40151,0.781800201893399
40152,0.5012997810972304
40153,0.6943577372113936
40154,0.34174244481997224
40155,0.7326707391899698
40156,0.5732283339917954
40157,0.23568203789603612
40158,0.396145228374047
40159,0.6697682213276915
40160,0.10901668599483808
40161,0.26427848017717165
40162,0.6575296937251524
40163,0.6029862235181811
40164,0.4289366411795119
40165,0.4815215589443782
40166,0.24577920817182228
40167,0.8644463678365294
40168,0.32383571329397176
40169,0.20014835930137526
40170,0.02354676298480284
40171,0.2684691607987768
40172,0.3088907270053663
40173,0.1475290345127511
40174,0.3082888934693141
40175,0.8904133877947277
40176,0.17785857942844066
40177,0.8362446876433559
40178,0.8145086741071403
40179,0.6699671347907163
40180,0.7063883191109684
40181,0.48972559189064424
40182,0.7081306446993771
40183,0.07276641651691741
40184,0.5656725529060207
40185,0.31960087827259814
40186,0.5551297156655715
40187,0.3054280384766611
40188,0.548068543063022
40189,0.9017249920668707
40190,0.3445021703799479
40191,0.25257156178323525
40192,0.7160929588812478
40193,0.6209589872723117
40194,0.817742048908116
40195,0.2544306591870187
40196,0.4278829895000181
40197,0.7621290311246818
40198,0.55589514356868
40199,0.5131280601738406
40200,0.9383075295994538
40201,0.8443893140356595
40202,0.20741129165892383
40203,0.628647869597292
40204,0.320292175329359
40205,0.980080565676739
40206,0.6995266969225529
40207,0.4392537279922362
40208,0.18331596448003223
40209,0.6210964074694388
40210,0.6576276457300344
40211,0.5497980492476824
40212,0.8456491038566029
40213,0.44633327110153526
40214,0.30094256918548284
40215,0.6045177599827717
40216,0.6512387914761714
40217,0.7259456957766565
40218,0.05092516902365496
40219,0.6435214300805793
40220,0.5786782942474155
40221,0.6656982068064735
40222,0.47706899924172314
40223,0.8476698272335327
40224,0.3745632298253354
40225,0.7774621379969958
40226,0.20211801660192513
40227,0.41895713347324054
40228,0.3303801045434297
40229,0.24379858451826633
40230,0.24693039758753332
40231,0.43278192033242774
40232,0.3828393214935325
40233,0.21273092252527578
40234,0.3522682490286623
40235,0.34404425582212433
40236,0.7517693220662232
40237,0.7118595001796013
40238,0.3081323893364939
40239,0.3313767592554363
40240,0.6282271023963527
40241,0.6866640793814273
40242,0.2969527636135791
40243,0.5869213458699936
40244,0.6553886991971399
40245,0.6177738395524192
40246,0.6198936848211147
40247,0.14431051913632112
40248,0.5000371805601522
40249,0.859753655740485
40250,0.15138956590146663
40251,0.8991958884610238
40252,0.22068532940937627
40253,0.23456743830818091
40254,0.32025164987691007
40255,0.800879288789804
40256,0.03764509208292599
40257,0.7636908151177711
40258,0.5267844083089295
40259,0.6973558203272201
40260,0.7989238930608901
40261,0.8803523299888233
40262,0.9298744067058351
40263,0.550758228266974
40264,0.3493434274102595
40265,0.5662310775013716
40266,0.5640362361797072
40267,0.7012028376061236
40268,0.3402544686010319
40269,0.44449962293940026
40270,0.7252735689055044
40271,0.5957748805734528
40272,0.4269131854578279
40273,0.8993423832822915
40274,0.35374943737344355
40275,0.30788717355723866
40276,0.42731108891541525
40277,0.5420060408696399
40278,0.778771017564644
40279,0.28773872446213766
40280,0.5258806485437034
40281,0.5857949821513782
40282,0.6242203214906997
40283,0.48755753705200855
40284,0.3507692708933629
40285,0.5184434442843421
40286,0.366607809190295
40287,0.3738417305706232
40288,0.2975077833844268
40289,0.5494312440878583
40290,0.2881278127483873
40291,0.30454572290407317
40292,0.7647403088526271
40293,0.9118757161467722
40294,0.27998883379008344
40295,0.803330353675439
40296,0.686964227353015
40297,0.6386702595655733
40298,0.44732323321601825
40299,0.41310940043180033
40300,0.8180583146434938
40301,0.8346397674829813
40302,0.22804114533844796
40303,0.5182479400758118
40304,0.10513336203163876
40305,0.9584693025087399
40306,0.9259920367353404
40307,0.37647666146242625
40308,0.6896435298734405
40309,0.774792748675708
40310,0.40278933111809284
40311,0.630023135043477
40312,0.10600411321922298
40313,0.8489301880283066
40314,0.6548338789288645
40315,0.32498860936122503
40316,0.4653035994545132
40317,0.5224834181245979
40318,0.7370570713794914
40319,0.25253772007195346
40320,0.36784260950041286
40321,0.9131635344927583
40322,0.1375959552447643
40323,0.5797750213576441
40324,0.3193689909167145
40325,0.15984836600894417
40326,0.26926349998190285
40327,0.440438466495181
40328,0.43853726870643944
40329,0.6261345738264027
40330,0.7497335662531892
40331,0.2606805102830912
40332,0.21164482010946004
40333,0.20904504547441677
40334,0.5748352972376034
40335,0.38211600722509903
40336,0.1386546128231579
40337,0.15497558178171653
40338,0.2319766571153883
40339,0.7032291789832422
40340,0.6464512819098066
40341,0.2984609447324093
40342,0.6397779639756831
40343,0.13504988356649145
40344,0.5597714791730448
40345,0.8181689383970775
40346,0.17411309048638787
40347,0.618858597608862
40348,0.43038795871552454
40349,0.3794932016844943
40350,0.8205497769921164
40351,0.21310665143225266
40352,0.43404131250958883
40353,0.5472091731067144
40354,0.4867095680595328
40355,0.7394993833353729
40356,0.4659836497539696
40357,0.30337631025967604
40358,0.9210951494638946
40359,0.20703187495199724
40360,0.44597192297124705
40361,0.6803892066507533
40362,0.5751473685087539
40363,0.561592123149345
40364,0.26516185366699224
40365,0.9049006689867857
40366,0.22277526858139693
40367,0.8949331436468678
40368,0.3119486319071877
40369,0.14930451919798735
40370,0.7483230976105096
40371,0.4721760145404078
40372,0.1688312819873709
40373,0.7189453591736014
40374,0.8173513207093457
40375,0.7240481682385957
40376,0.4758291250012391
40377,0.7512234191426528
40378,0.9335958488427017
40379,0.23743846231297092
40380,0.4703247330680357
40381,0.1035547103300346
40382,0.6375149502332782
40383,0.5531918312867276
40384,0.27670992201417316
40385,0.4873189102036991
40386,0.19027309662504152
40387,0.6458991016277971
40388,0.4914003943318139
40389,0.5530339277229855
40390,0.516655657033214
40391,0.44316661846858396
40392,0.471195179957004
40393,0.9679038495582682
40394,0.7220277112393645
40395,0.5173430227732584
40396,0.06416369374992138
40397,0.5822045044574203
40398,0.6734232500294486
40399,0.3266476021689123
40400,0.5101960217581856
40401,0.3867981063337105
40402,0.3501328184421918
40403,0.5488060286510272
40404,0.5947735304354085
40405,0.601621901360955
40406,0.41056173228929677
40407,0.6856815785181585
40408,0.5168357366599411
40409,0.7953428820589139
40410,0.22588852765678955
40411,0.8541029697115297
40412,0.6588968324257842
40413,0.6626355431063641
40414,0.5564856110014051
40415,0.728631497740447
40416,0.7763961206169313
40417,0.7642375248835608
40418,0.3497433345994645
40419,0.08964158229987354
40420,0.6871472218318905
40421,0.8720935850981102
40422,0.35227883391986364
40423,0.21630170525283565
40424,0.4102105343185596
40425,0.17373947981034016
40426,0.39741028881393253
40427,0.46326352065273996
40428,0.18275183969625486
40429,0.773750126774557
40430,0.6527439800602479
40431,0.2928741013418996
40432,0.4839623183019475
40433,0.3245823285040754
40434,0.4619398739338567
40435,0.48180279493638656
40436,0.629091798834434
40437,0.9106498594354385
40438,0.5158563148365076
40439,0.6012814890304595
40440,0.09108109772346248
40441,0.601030953183013
40442,0.9229415774515087
40443,0.5084515689216837
40444,0.6959330321088545
40445,0.5926524587328941
40446,0.7370119942139886
40447,0.5957739862113798
40448,0.4086953311674035
40449,0.43708021146473963
40450,0.7032373224421594
40451,0.37647661784280345
40452,0.17125531799008423
40453,0.6765335347225597
40454,0.49495085116766185
40455,0.5430778784503665
40456,0.8030428434816151
40457,0.7833423569362815
40458,0.39912272156902917
40459,0.11067721750010347
40460,0.3429069992672323
40461,0.2192186587531223
40462,0.5721216388436493
40463,0.5422874545945163
40464,0.32443012308870933
40465,0.7290493799529165
40466,0.3175678250129147
40467,0.5587740206915716
40468,0.533337705835705
40469,0.49136798020553596
40470,0.5273513773940167
40471,0.838163983869765
40472,0.8013584736653853
40473,0.3523433502739882
40474,0.21102936449501872
40475,0.3878647459819385
40476,0.7520004256969591
40477,0.26858001772391127
40478,0.7934181203768477
40479,0.7538797603471041
40480,0.5006758133268165
40481,0.3059877828270413
40482,0.1494076675617417
40483,0.8930677296294077
40484,0.4127496843863285
40485,0.6418878173299082
40486,0.4957331634292039
40487,0.07807800841271301
40488,0.3966947332734067
40489,0.2598818405811407
40490,0.20056532758461557
40491,0.8856111793043479
40492,0.38062394708857245
40493,0.8122319941114772
40494,0.8307598007722613
40495,0.08861019267348094
40496,0.8154378811913686
40497,0.5056751552007848
40498,0.34431683149831893
40499,0.6889148848295176
40500,0.9469013899890882
40501,0.6260776962890974
40502,0.8153690742915749
40503,0.4318138613907879
40504,0.2652669389903638
40505,0.870228216551462
40506,0.330000568025934
40507,0.8443469047175162
40508,0.8607157575190671
40509,0.191487505490345
